DATE,BOROUGH,REFUSETONSCOLLECTED,PAPERTONSCOLLECTED,MGPTONSCOLLECTED,RESORGANICSTONS,SCHOOLORGANICTONS,LEAVESORGANICTONS,XMASTREETONS
1995 / 11,Queens,66266.8,6271.0,4105.1,0.0,0.0,0.0,0.0
1995 / 11,Staten Island,13643.4,2375.0,1174.0,0.0,0.0,2199.9,0.0
1995 / 12,Bronx,34948.0,2120.4,1768.5,0.0,0.0,0.0,0.0
1995 / 12,Brooklyn,66498.5,5593.2,4376.0,0.0,0.0,0.0,0.0
1995 / 12,Manhattan,41218.5,5323.2,2789.0,0.0,0.0,0.0,0.0
1995 / 12,Queens,55670.9,5601.3,3998.3,0.0,0.0,0.0,0.0
1995 / 12,Staten Island,12284.9,2432.9,1203.6,0.0,0.0,794.5,0.0
1996 / 01,Bronx,37346.0,1310.0,1218.3,0.0,0.0,0.0,15.8
1996 / 01,Brooklyn,68973.1,4430.3,3683.5,0.0,0.0,0.0,63.8
1996 / 01,Manhattan,43987.2,4282.3,2628.2000000000003,0.0,0.0,0.0,399.3
1996 / 01,Queens,56909.7,4174.8,3242.7999999999997,0.0,0.0,0.0,67.8
1996 / 01,Staten Island,12512.1,1840.9,1072.2,0.0,0.0,0.0,7.5
1996 / 02,Bronx,32813.5,1739.5,1687.4,0.0,0.0,0.0,0.0
1996 / 02,Brooklyn,61176.6,5127.4,4165.8,0.0,0.0,0.0,0.0
1996 / 02,Manhattan,39396.2,4560.5,2516.3,0.0,0.0,0.0,0.0
1996 / 02,Queens,51328.7,5545.900000000001,3974.5,0.0,0.0,0.0,0.0
1996 / 02,Staten Island,11101.6,2490.5,1329.2,0.0,0.0,0.0,0.0
1996 / 03,Bronx,35254.9,1935.1999999999998,1828.8,0.0,0.0,0.0,0.0
1996 / 03,Brooklyn,67821.6,5673.9,4576.7,0.0,0.0,0.0,0.0
1996 / 03,Manhattan,41001.0,5170.4,2664.7,0.0,0.0,0.0,0.0
1996 / 03,Queens,57308.6,5777.9,4138.9,0.0,0.0,0.0,0.0
1996 / 03,Staten Island,13153.0,2383.3,1307.4,0.0,0.0,0.0,0.0
1996 / 04,Bronx,36755.1,2227.2,2273.4,0.0,0.0,0.0,0.0
1996 / 04,Brooklyn,74506.90000000001,5745.9,4628.3,0.0,0.0,0.0,0.0
1996 / 04,Manhattan,43090.3,5457.9,2464.2,0.0,0.0,0.0,0.0
1996 / 04,Queens,66554.6,5820.0,4138.0,0.0,0.0,0.0,0.0
1996 / 04,Staten Island,16799.8,2454.2,1348.4,0.0,0.0,0.0,0.0
1996 / 05,Bronx,38083.6,2496.1,2771.7,0.0,0.0,0.0,0.0
1996 / 05,Brooklyn,76426.6,5997.9,4600.7,0.0,0.0,0.0,0.0
1996 / 05,Manhattan,43880.2,5827.900000000001,2708.2,0.0,0.0,0.0,0.0
1996 / 05,Queens,71836.3,6349.8,4427.0,0.0,0.0,0.0,0.0
1996 / 05,Staten Island,18080.9,2614.7,1471.4,0.0,0.0,0.0,0.0
1996 / 06,Bronx,36381.0,2379.6,2697.1,0.0,0.0,0.0,0.0
1996 / 06,Brooklyn,73727.2,5954.7,4696.8,0.0,0.0,0.0,0.0
1996 / 06,Manhattan,41582.9,5166.6,2481.7000000000003,0.0,0.0,0.0,0.0
1996 / 06,Queens,68453.3,5944.6,4234.8,0.0,0.0,0.0,0.0
1996 / 06,Staten Island,16437.3,2352.5,1349.8,0.0,0.0,0.0,0.0
1996 / 07,Bronx,38968.6,2078.5,2650.1,0.0,0.0,0.0,0.0
1996 / 07,Brooklyn,77799.6,6333.3,4640.9,0.0,0.0,0.0,0.0
1996 / 07,Manhattan,42563.6,4514.9,2319.6,0.0,0.0,0.0,0.0
1996 / 07,Queens,69210.6,5709.8,4373.9,0.0,0.0,0.0,0.0
1996 / 07,Staten Island,16827.2,2174.3,1315.8,0.0,0.0,0.0,0.0
1996 / 08,Bronx,37442.5,2229.6,2857.2,0.0,0.0,0.0,0.0
1996 / 08,Brooklyn,75459.9,5789.2,4610.9,0.0,0.0,0.0,0.0
1996 / 08,Manhattan,42094.3,5504.4,2474.2,0.0,0.0,0.0,0.0
1996 / 08,Queens,69454.09999999999,5886.6,4305.1,0.0,0.0,0.0,0.0
1996 / 08,Staten Island,16235.0,2169.5,1269.0,0.0,0.0,0.0,0.0
1996 / 09,Bronx,35585.7,1892.4,2096.2,0.0,0.0,0.0,0.0
1996 / 09,Brooklyn,71284.4,5203.5,3789.6,0.0,0.0,0.0,0.0
1996 / 09,Manhattan,41713.0,5145.2,2190.4,0.0,0.0,0.0,0.0
1996 / 09,Queens,63949.0,6581.2,4012.0,0.0,0.0,0.0,0.0
1996 / 09,Staten Island,15169.4,2140.8,1209.3,0.0,0.0,0.0,0.0
1996 / 10,Bronx,37730.8,2310.1,2452.9,0.0,0.0,0.0,0.0
1996 / 10,Brooklyn,75590.1,6056.7,4336.6,0.0,0.0,0.0,0.0
1996 / 10,Manhattan,44745.8,5955.0,2496.0,0.0,0.0,0.0,0.0
1996 / 10,Queens,69850.6,6554.8,4207.4,0.0,0.0,0.0,0.0
1996 / 10,Staten Island,16441.9,2437.1,1288.2,0.0,0.0,0.0,0.0
1996 / 11,Bronx,35449.9,2283.5,2393.3,0.0,0.0,0.0,0.0
1996 / 11,Brooklyn,70701.6,5828.8,4004.5,0.0,0.0,0.0,0.0
1996 / 11,Manhattan,42454.5,5843.7,2445.2999999999997,0.0,0.0,0.0,0.0
1996 / 11,Queens,65114.8,6269.7,4008.5,0.0,0.0,0.0,0.0
1996 / 11,Staten Island,13705.099999999999,2368.5,1155.5,0.0,0.0,1828.2,0.0
1996 / 12,Bronx,37140.2,2412.9,2297.8,0.0,0.0,0.0,0.0
1996 / 12,Brooklyn,73354.1,6279.1,4216.2,0.0,0.0,0.0,0.0
1996 / 12,Manhattan,44600.4,5873.8,2502.0,0.0,0.0,0.0,0.0
1996 / 12,Queens,63218.4,6892.1,4234.6,0.0,0.0,0.0,0.0
1996 / 12,Staten Island,14129.900000000001,2653.6,1221.9,0.0,0.0,459.6,0.0
1997 / 01,Bronx,34459.8,2275.1,2623.2,0.0,0.0,0.0,126.60000000000001
1997 / 01,Brooklyn,67322.0,5593.8,4560.3,0.0,0.0,0.0,307.8
1997 / 01,Manhattan,43291.0,5812.0,2951.8,0.0,0.0,0.0,450.2
1997 / 01,Queens,56527.2,5947.0,4455.0,0.0,0.0,0.0,475.2
1997 / 01,Staten Island,12573.5,2306.9,1328.7,0.0,0.0,0.0,297.6
1997 / 02,Bronx,30657.6,1856.1,2180.3,0.0,0.0,0.0,0.0
1997 / 02,Brooklyn,59464.5,4851.0,3767.0,0.0,0.0,0.0,0.0
1997 / 02,Manhattan,37875.7,4764.7,2268.7,0.0,0.0,0.0,0.0
1997 / 02,Queens,49558.1,5215.1,3703.5,0.0,0.0,0.0,0.0
1997 / 02,Staten Island,11023.7,2016.5,1087.4,0.0,0.0,0.0,0.0
1997 / 03,Bronx,33690.5,1996.9,2374.0,0.0,0.0,0.0,0.0
1997 / 03,Brooklyn,66523.3,5321.7,3999.0,0.0,0.0,0.0,0.0
1997 / 03,Manhattan,41241.7,5183.599999999999,2413.8,0.0,0.0,0.0,0.0
1997 / 03,Queens,55805.6,5746.099999999999,3928.4,0.0,0.0,0.0,0.0
1997 / 03,Staten Island,12871.4,2232.9,1203.5,0.0,0.0,0.0,0.0
1997 / 04,Bronx,35696.5,2190.9,2569.0,0.0,0.0,0.0,0.0
1997 / 04,Brooklyn,74372.0,5492.3,4240.4,0.0,0.0,0.0,0.0
1997 / 04,Manhattan,42102.9,5398.5,2843.6,0.0,0.0,0.0,0.0
1997 / 04,Queens,64795.399999999994,5860.4,4164.6,0.0,0.0,0.0,0.0
1997 / 04,Staten Island,15990.3,53.1,1352.1999999999998,0.0,0.0,0.0,0.0
1997 / 05,Bronx,37258.3,2505.1,2895.9,0.0,0.0,0.0,0.0
1997 / 05,Brooklyn,75629.8,5969.0,4584.2,0.0,0.0,0.0,0.0
1997 / 05,Manhattan,42632.4,6604.4,3298.2999999999997,0.0,0.0,0.0,0.0
1997 / 05,Queens,71407.09999999999,6629.4,4670.5,0.0,0.0,0.0,0.0
1997 / 05,Staten Island,18301.1,0.0,1530.8,0.0,0.0,0.0,0.0
1997 / 06,Bronx,35551.8,2077.7,2578.1,0.0,0.0,0.0,0.0
1997 / 06,Brooklyn,73051.5,5388.5,4208.2,0.0,0.0,0.0,0.0
1997 / 06,Manhattan,40734.4,4521.0,2949.3,0.0,0.0,0.0,0.0
1997 / 06,Queens,68477.09999999999,6004.6,4257.4,0.0,0.0,0.0,0.0
1997 / 06,Staten Island,16712.4,0.0,1395.8,0.0,0.0,0.0,0.0
1997 / 07,Bronx,37053.2,2208.0,2988.2,0.0,0.0,0.0,0.0
1997 / 07,Brooklyn,74851.5,5334.3,4528.5,0.0,0.0,0.0,1.6
1997 / 07,Manhattan,41716.4,185.9,3117.2999999999997,0.0,0.0,0.0,0.0
1997 / 07,Queens,71060.2,6105.5,4709.2,0.0,0.0,0.0,0.0
1997 / 07,Staten Island,16237.8,0.0,1477.1,0.0,0.0,0.0,0.0
1997 / 08,Bronx,34858.3,2097.0,2892.2,0.0,0.0,0.0,0.0
1997 / 08,Brooklyn,70775.3,5145.9,4231.5,0.0,0.0,0.0,0.0
1997 / 08,Manhattan,39802.7,10.7,3145.4,0.0,0.0,0.0,0.0
1997 / 08,Queens,66457.6,5889.4,4357.3,0.0,0.0,0.0,0.0
1997 / 08,Staten Island,14985.400000000001,0.0,1368.4,0.0,0.0,0.0,0.0
1997 / 09,Bronx,35132.4,2150.2,2630.6,0.0,0.0,0.0,0.0
1997 / 09,Brooklyn,72148.7,6546.2,4308.2,0.0,0.0,0.0,0.0
1997 / 09,Manhattan,42256.6,18.4,2977.2000000000003,0.0,0.0,0.0,0.0
1997 / 09,Queens,64939.200000000004,6293.4,4252.8,0.0,0.0,0.0,0.0
1997 / 09,Staten Island,15656.0,0.0,1355.7,0.0,0.0,0.0,0.0
1997 / 10,Bronx,34901.9,2504.1,2874.5,0.0,0.0,0.0,0.0
1997 / 10,Brooklyn,68987.8,7586.8,5510.6,0.0,0.0,0.0,0.0
1997 / 10,Manhattan,42654.7,11.1,3542.7,0.0,0.0,0.0,0.0
1997 / 10,Queens,61310.3,9132.2,5495.0,0.0,0.0,6.2,0.0
1997 / 10,Staten Island,15278.1,0.0,1417.2,0.0,0.0,0.0,0.0
1997 / 11,Bronx,33093.9,2398.9,2546.2,0.0,0.0,923.5,0.0
1997 / 11,Brooklyn,66864.4,7387.6,5030.2,0.0,0.0,0.0,0.0
1997 / 11,Manhattan,40708.9,366.9,3158.1,0.0,0.0,0.0,0.0
1997 / 11,Queens,62022.1,8393.9,5124.1,0.0,0.0,0.0,0.0
1997 / 11,Staten Island,13809.3,0.0,1250.7,0.0,0.0,2397.1,0.0
1997 / 12,Bronx,36601.3,2577.5,2729.0,0.0,0.0,345.8,0.0
1997 / 12,Brooklyn,71276.9,7972.9,5561.4,0.0,0.0,0.0,0.0
1997 / 12,Manhattan,44574.0,1972.3,3328.1,0.0,0.0,0.0,7.1
1997 / 12,Queens,61310.5,9217.3,5688.7,0.0,0.0,10.600000000000001,0.0
1997 / 12,Staten Island,14862.0,0.0,1332.5,0.0,0.0,987.0999999999999,0.0
1998 / 01,Bronx,33581.0,2628.8,3012.8,0.0,0.0,0.0,221.6
1998 / 01,Brooklyn,66037.8,7661.0,5856.3,0.0,0.0,0.0,415.3
1998 / 01,Manhattan,42187.0,388.2,3892.2,0.0,0.0,0.0,481.8
1998 / 01,Queens,55063.8,8601.9,6067.1,0.0,0.0,0.0,586.1999999999999
1998 / 01,Staten Island,13598.900000000001,0.0,1416.8,0.0,0.0,0.0,344.0
1998 / 02,Bronx,29929.8,2109.3,2479.7,0.0,0.0,0.0,0.0
1998 / 02,Brooklyn,58294.1,6400.6,4816.2,0.0,0.0,0.0,0.0
1998 / 02,Manhattan,37430.4,39.7,3035.0,0.0,0.0,0.0,0.0
1998 / 02,Queens,47784.2,7182.0,4901.3,0.0,0.0,0.0,0.0
1998 / 02,Staten Island,11189.4,0.0,1144.3,0.0,0.0,0.0,0.0
1998 / 03,Bronx,33446.3,2241.7,2653.9,0.0,0.0,0.0,0.0
1998 / 03,Brooklyn,66658.7,7109.799999999999,5266.7,0.0,0.0,0.0,0.0
1998 / 03,Manhattan,41018.3,82.89999999999999,3196.7999999999997,0.0,0.0,0.0,0.0
1998 / 03,Queens,54955.4,7630.2,5231.4,0.0,0.0,0.0,0.0
1998 / 03,Staten Island,13617.5,0.0,1315.4,0.0,0.0,0.0,0.0
1998 / 04,Bronx,34600.9,2750.0,3088.1000000000004,0.0,0.0,0.0,0.0
1998 / 04,Brooklyn,69713.6,7655.200000000001,5995.400000000001,0.0,0.0,0.0,0.0
1998 / 04,Manhattan,40846.0,7.4,3543.0,0.0,0.0,0.0,0.0
1998 / 04,Queens,61812.0,8155.1,5940.6,0.0,0.0,0.0,0.0
1998 / 04,Staten Island,16243.4,0.0,1637.1,0.0,0.0,0.0,0.0
1998 / 05,Bronx,35914.0,2765.0,3220.3999999999996,0.0,0.0,0.0,0.0
1998 / 05,Brooklyn,70767.9,7647.0,5817.9,0.0,0.0,0.0,0.0
1998 / 05,Manhattan,41664.0,1285.8,3606.8,0.0,0.0,0.0,0.0
1998 / 05,Queens,65942.2,8464.5,6130.400000000001,0.0,0.0,0.0,0.0
1998 / 05,Staten Island,17974.5,0.0,1625.5,0.0,0.0,0.0,0.0
1998 / 06,Bronx,36913.7,2568.8,3155.5,0.0,0.0,0.0,0.0
1998 / 06,Brooklyn,73283.8,7562.9,6218.5,0.0,0.0,0.0,0.0
1998 / 06,Manhattan,43007.0,6248.6,3454.3,0.0,0.0,0.0,0.0
1998 / 06,Queens,66903.7,8760.9,6535.6,0.0,0.0,0.0,0.0
1998 / 06,Staten Island,17337.8,0.0,1724.1000000000001,0.0,0.0,0.0,0.0
1998 / 07,Bronx,35651.5,2497.6,3703.6,0.0,0.0,0.0,0.0
1998 / 07,Brooklyn,68603.0,6821.7,6476.1,0.0,0.0,0.0,0.0
1998 / 07,Manhattan,40705.2,1168.3,3742.3,0.0,0.0,0.0,0.0
1998 / 07,Queens,63895.6,8046.8,6922.1,0.0,0.0,0.0,0.0
1998 / 07,Staten Island,16322.8,0.0,1760.5,0.0,0.0,0.0,0.0
1998 / 08,Bronx,34460.5,2273.6,3369.2,0.0,0.0,0.0,0.0
1998 / 08,Brooklyn,65815.4,6536.6,6096.2,0.0,0.0,0.0,0.0
1998 / 08,Manhattan,39532.3,104.9,3412.3,0.0,0.0,0.0,0.0
1998 / 08,Queens,58659.5,7561.6,6376.3,0.0,0.0,0.0,0.0
1998 / 08,Staten Island,14881.7,0.0,1608.5,0.0,0.0,0.0,0.0
1998 / 09,Bronx,34718.299999999996,2501.7,3271.6,0.0,0.0,0.0,0.0
1998 / 09,Brooklyn,70001.8,8408.4,6425.2,0.0,0.0,0.0,0.0
1998 / 09,Manhattan,41731.1,14.2,3522.8999999999996,0.0,0.0,0.0,0.0
1998 / 09,Queens,61519.4,8341.0,6371.7,0.0,0.0,0.0,0.0
1998 / 09,Staten Island,17048.5,0.0,1642.0,0.0,0.0,218.3,0.0
1998 / 10,Bronx,34195.6,2825.5,3473.0,0.0,0.0,0.0,0.0
1998 / 10,Brooklyn,68020.5,8157.8,6747.6,0.0,0.0,0.0,0.0
1998 / 10,Manhattan,42253.9,0.0,4067.1,0.0,0.0,0.0,0.0
1998 / 10,Queens,60181.4,10033.9,6654.599999999999,0.0,0.0,0.0,0.0
1998 / 10,Staten Island,15594.900000000001,0.0,1661.9,0.0,0.0,0.0,0.0
1998 / 11,Bronx,32227.4,2466.6,2894.7,0.0,0.0,872.1,0.0
1998 / 11,Brooklyn,63626.1,7344.4,5719.2,0.0,0.0,1290.3,0.0
1998 / 11,Manhattan,40481.4,10.6,3400.4,0.0,0.0,0.0,0.0
1998 / 11,Queens,58613.3,8483.0,5720.2,0.0,0.0,0.0,0.0
1998 / 11,Staten Island,13640.5,0.0,1408.8,0.0,0.0,2584.1,0.0
1998 / 12,Bronx,34442.9,2981.1,3269.8,0.0,0.0,343.3,0.0
1998 / 12,Brooklyn,67622.8,8426.3,6381.9,0.0,0.0,598.4,0.0
1998 / 12,Manhattan,43253.9,465.6,3900.1,0.0,0.0,0.0,0.0
1998 / 12,Queens,58090.6,9498.3,6400.6,0.0,0.0,0.0,0.0
1998 / 12,Staten Island,14572.5,0.0,1532.5,0.0,0.0,986.9000000000001,0.0
1999 / 01,Bronx,31876.3,2837.2,3363.1,0.0,0.0,0.0,220.89999999999998
1999 / 01,Brooklyn,62253.2,8127.0,6578.2,0.0,0.0,0.0,454.2
1999 / 01,Manhattan,41157.5,1235.8,4146.0,0.0,0.0,0.0,527.2
1999 / 01,Queens,52392.5,8685.2,6497.1,0.0,0.0,0.0,572.5
1999 / 01,Staten Island,13191.6,0.0,1619.3000000000002,0.0,0.0,4.5,367.4
1999 / 02,Bronx,28569.7,2267.5,2872.6,0.0,0.0,0.0,0.0
1999 / 02,Brooklyn,55531.7,6764.4,5480.7,0.0,0.0,0.0,0.0
1999 / 02,Manhattan,36856.8,927.6,3467.7,0.0,0.0,0.0,0.0
1999 / 02,Queens,46150.0,7180.0,5441.3,0.0,0.0,0.0,0.0
1999 / 02,Staten Island,11565.5,6.8,1294.5,0.0,0.0,0.0,0.0
1999 / 03,Bronx,34015.6,2558.3,3144.2,0.0,0.0,0.0,0.0
1999 / 03,Brooklyn,68446.9,8201.9,6607.4,0.0,0.0,0.0,0.0
1999 / 03,Manhattan,42640.3,1044.0,3686.1,0.0,0.0,0.0,0.0
1999 / 03,Queens,56030.1,8206.3,6075.400000000001,0.0,0.0,0.0,0.0
1999 / 03,Staten Island,14506.7,0.0,1447.1,0.0,0.0,0.0,0.0
1999 / 04,Bronx,33002.4,2979.3,3401.0,0.0,0.0,0.0,0.0
1999 / 04,Brooklyn,64499.1,7533.4,6736.2,0.0,0.0,0.0,0.0
1999 / 04,Manhattan,40115.2,42.199999999999996,3928.1,0.0,0.0,0.0,0.0
1999 / 04,Queens,59335.6,8407.7,6726.6,0.0,0.0,0.0,0.0
1999 / 04,Staten Island,16708.4,77.6,1678.5,0.0,0.0,0.0,0.0
1999 / 05,Bronx,33494.0,2738.8,3328.0,0.0,0.0,0.0,0.0
1999 / 05,Brooklyn,66218.2,7857.0,6516.6,0.0,0.0,0.0,0.0
1999 / 05,Manhattan,40405.6,79.3,3803.9,0.0,0.0,0.0,0.0
1999 / 05,Queens,61972.0,8452.2,6697.5,0.0,0.0,0.0,0.0
1999 / 05,Staten Island,17801.2,0.0,1646.5,0.0,0.0,0.0,0.0
1999 / 06,Bronx,36533.3,2694.2,3548.8,0.0,0.0,0.0,0.0
1999 / 06,Brooklyn,72940.3,8327.9,7428.3,0.0,0.0,0.0,0.0
1999 / 06,Manhattan,43112.8,108.80000000000001,3924.2,0.0,0.0,0.0,0.0
1999 / 06,Queens,67741.1,9002.1,7694.7,0.0,0.0,0.0,0.0
1999 / 06,Staten Island,18763.0,6.1,1903.9,0.0,0.0,0.0,0.0
1999 / 07,Bronx,34580.6,2609.9,3881.0,0.0,0.0,0.0,0.0
1999 / 07,Brooklyn,66685.3,8091.8,8172.0,0.0,0.0,0.0,0.0
1999 / 07,Manhattan,40515.7,6.4,4462.8,0.0,0.0,0.0,0.0
1999 / 07,Queens,61094.9,8184.3,7394.7,0.0,0.0,0.0,0.0
1999 / 07,Staten Island,15426.3,22.299999999999997,1968.2,0.0,0.0,0.0,0.0
1999 / 08,Bronx,34982.5,2442.2,3370.8,0.0,0.0,0.0,0.0
1999 / 08,Brooklyn,66502.5,7849.7,7458.7,0.0,0.0,0.0,0.0
1999 / 08,Manhattan,40597.1,0.0,3774.6000000000004,0.0,0.0,0.0,0.0
1999 / 08,Queens,60601.7,8080.8,6842.0,0.0,0.0,0.0,0.0
1999 / 08,Staten Island,15158.0,5.0,1805.3000000000002,0.0,0.0,0.0,0.0
1999 / 09,Bronx,35953.0,2856.8,3534.8,0.0,0.0,0.0,0.0
1999 / 09,Brooklyn,69658.2,9738.6,7788.5,0.0,0.0,0.0,0.0
1999 / 09,Manhattan,42341.3,77.4,4296.2,0.0,0.0,0.0,0.0
1999 / 09,Queens,63090.0,9045.7,7012.1,0.0,0.0,0.0,0.0
1999 / 09,Staten Island,16854.1,0.0,1883.1,0.0,0.0,0.0,0.0
1999 / 10,Bronx,33933.2,2852.6,3473.0,0.0,0.0,82.9,0.0
1999 / 10,Brooklyn,65918.6,8927.2,7450.9,0.0,0.0,195.8,0.0
1999 / 10,Manhattan,40879.0,107.6,4358.7,0.0,0.0,0.0,0.0
1999 / 10,Queens,58867.1,10993.9,7469.7,0.0,0.0,0.0,0.0
1999 / 10,Staten Island,15407.1,0.0,1734.6,0.0,0.0,0.0,0.0
1999 / 11,Bronx,35111.1,2639.0,3029.2,0.0,0.0,1264.3,0.0
1999 / 11,Brooklyn,67025.9,8302.8,6629.0,0.0,0.0,2759.2,0.0
1999 / 11,Manhattan,42076.1,76.3,3743.0,0.0,0.0,17.0,0.0
1999 / 11,Queens,56043.2,9281.7,6554.9,0.0,0.0,6704.7,0.0
1999 / 11,Staten Island,14260.8,0.0,1621.0,0.0,0.0,3127.4,0.0
1999 / 12,Bronx,35367.4,3439.5,3646.5,0.0,0.0,0.0,0.0
1999 / 12,Brooklyn,67880.3,10011.5,7646.8,0.0,0.0,21.2,0.0
1999 / 12,Manhattan,41630.7,0.0,4733.3,0.0,0.0,0.0,0.0
1999 / 12,Queens,56634.7,11104.199999999999,7365.2,0.0,0.0,3144.0,0.0
1999 / 12,Staten Island,13945.300000000001,0.0,1801.7,0.0,0.0,1350.6,0.0
2000 / 01,Bronx,31650.5,1951.9,3128.8,0.0,0.0,0.0,255.9
2000 / 01,Brooklyn,60190.0,7635.5,7081.0,0.0,0.0,0.0,489.1
2000 / 01,Manhattan,39062.1,0.0,4355.9,0.0,0.0,0.0,520.1
2000 / 01,Queens,49310.9,8338.7,6753.599999999999,0.0,0.0,0.0,679.9
2000 / 01,Staten Island,11933.900000000001,0.0,1699.2,0.0,0.0,0.0,339.0
2000 / 02,Bronx,31079.3,2190.4,3050.8,0.0,0.0,0.0,0.0
2000 / 02,Brooklyn,59502.6,8106.2,6726.4,0.0,0.0,0.0,0.0
2000 / 02,Manhattan,38356.4,0.0,3966.3,0.0,0.0,0.0,0.0
2000 / 02,Queens,48383.1,8743.2,6604.9,0.0,0.0,0.0,0.0
2000 / 02,Staten Island,11910.8,0.0,1616.8,0.0,0.0,0.0,0.0
2000 / 03,Bronx,33763.5,2882.9,3538.5,0.0,0.0,0.0,0.0
2000 / 03,Brooklyn,65742.8,9012.1,7567.0,0.0,0.0,0.0,0.0
2000 / 03,Manhattan,40217.2,0.0,4583.0,0.0,0.0,0.0,0.0
2000 / 03,Queens,55527.1,9492.0,7265.7,0.0,0.0,0.0,0.0
2000 / 03,Staten Island,14532.5,0.0,1834.9,0.0,0.0,0.0,0.0
2000 / 04,Bronx,32280.6,3127.0,3562.4,0.0,0.0,0.0,0.0
2000 / 04,Brooklyn,65160.8,8660.1,7435.5,0.0,0.0,0.0,0.0
2000 / 04,Manhattan,37852.7,0.0,4123.1,0.0,0.0,0.0,0.0
2000 / 04,Queens,55282.6,9049.8,7014.2,0.0,0.0,0.0,0.0
2000 / 04,Staten Island,15048.5,0.0,1753.5,0.0,0.0,0.0,0.0
2000 / 05,Bronx,37371.6,3039.9,3877.0,0.0,0.0,0.0,0.0
2000 / 05,Brooklyn,74341.6,9112.3,7882.7,0.0,0.0,0.0,0.0
2000 / 05,Manhattan,43390.2,0.0,4242.1,0.0,0.0,0.0,0.0
2000 / 05,Queens,67799.3,9610.8,7914.4,0.0,0.0,1329.4,0.0
2000 / 05,Staten Island,19624.0,0.0,2022.3,0.0,0.0,0.0,0.0
2000 / 06,Bronx,35813.9,3109.9,4054.7,0.0,0.0,0.0,0.0
2000 / 06,Brooklyn,71509.8,9263.3,8438.9,0.0,0.0,0.0,0.0
2000 / 06,Manhattan,41783.9,0.0,4518.1,0.0,0.0,0.0,0.0
2000 / 06,Queens,66002.6,10145.699999999999,8509.2,0.0,0.0,0.0,0.0
2000 / 06,Staten Island,17980.8,0.0,2124.0,0.0,0.0,0.0,0.0
2000 / 07,Bronx,35536.6,2634.7,3861.7,0.0,0.0,0.0,0.0
2000 / 07,Brooklyn,68471.3,8047.3,7985.9,0.0,0.0,0.0,0.0
2000 / 07,Manhattan,39468.4,0.0,4167.4,0.0,0.0,0.0,0.0
2000 / 07,Queens,62355.1,8953.0,8108.0,0.0,0.0,0.0,0.0
2000 / 07,Staten Island,16649.6,0.0,1997.1,0.0,0.0,0.0,0.0
2000 / 08,Bronx,36884.9,2902.0,4052.7,0.0,0.0,0.0,0.0
2000 / 08,Brooklyn,69670.7,8428.5,8222.0,0.0,0.0,0.0,0.0
2000 / 08,Manhattan,41097.7,0.0,4267.4,0.0,0.0,0.0,0.0
2000 / 08,Queens,64147.6,9544.7,8301.4,0.0,0.0,0.0,0.0
2000 / 08,Staten Island,17162.7,0.0,2001.4,0.0,0.0,0.0,0.0
2000 / 09,Bronx,34891.5,2974.4,3810.6,0.0,0.0,0.0,0.0
2000 / 09,Brooklyn,68270.4,9549.7,8095.5,0.0,0.0,0.0,0.0
2000 / 09,Manhattan,40894.8,114.4,4546.9,0.0,0.0,0.0,0.0
2000 / 09,Queens,59571.3,9698.8,7983.599999999999,0.0,0.0,0.0,0.0
2000 / 09,Staten Island,15769.9,0.0,1884.4,0.0,0.0,0.0,0.0
2000 / 10,Bronx,34241.7,2850.8,3690.1,0.0,0.0,0.0,0.0
2000 / 10,Brooklyn,67024.9,9086.0,7546.8,0.0,0.0,0.0,0.0
2000 / 10,Manhattan,41493.4,6.4,4145.0,0.0,0.0,0.0,0.0
2000 / 10,Queens,57808.5,9359.4,7488.400000000001,0.0,0.0,13.8,0.0
2000 / 10,Staten Island,15504.2,0.0,1790.7,0.0,0.0,0.0,0.0
2000 / 11,Bronx,33781.1,3177.8,3705.2,0.0,0.0,664.4000000000001,0.0
2000 / 11,Brooklyn,65799.8,9559.5,7493.4,0.0,0.0,1292.1,0.0
2000 / 11,Manhattan,41046.5,19.299999999999997,4505.6,0.0,0.0,0.0,0.0
2000 / 11,Queens,54591.4,10812.5,7294.8,0.0,0.0,5786.1,0.0
2000 / 11,Staten Island,14116.7,0.0,1797.8,0.0,0.0,2862.5,0.0
2000 / 12,Bronx,31752.8,3066.7,3351.5,0.0,0.0,522.8,0.0
2000 / 12,Brooklyn,62138.4,9067.1,7034.3,0.0,0.0,1094.1,0.0
2000 / 12,Manhattan,39464.5,6.5,4386.6,0.0,0.0,8.2,0.0
2000 / 12,Queens,50324.0,9733.2,6653.4,0.0,0.0,1660.1000000000001,0.0
2000 / 12,Staten Island,12753.400000000001,0.0,1587.6,0.0,0.0,782.0999999999999,0.0
2001 / 01,Bronx,34503.7,3046.0,3776.3,0.0,0.0,0.0,261.0
2001 / 01,Brooklyn,66703.3,9328.4,7927.4,0.0,0.0,0.0,491.4
2001 / 01,Manhattan,44019.9,15.8,4625.9,0.0,0.0,0.0,555.0
2001 / 01,Queens,53548.0,9611.3,7681.9,0.0,0.0,0.0,513.6
2001 / 01,Staten Island,13521.7,0.0,1912.2,0.0,0.0,0.0,287.0
2001 / 02,Bronx,29387.7,2465.0,3187.4,0.0,0.0,0.0,0.0
2001 / 02,Brooklyn,57107.3,7437.2,6398.1,0.0,0.0,0.0,0.0
2001 / 02,Manhattan,36320.3,0.2,4020.5,0.0,0.0,0.0,0.0
