DATE,BOROUGH,POPULATION,POPULATION PERCENTAGE,AWND,PRCP,SNOW,TAVG,TMAX,TMIN,TSUN
2016 / 08,Staten Island,468730,5.69,1.7,50.2,0,26.21,30.33,22.1,
2016 / 09,Staten Island,468730,5.69,2.2,71,0,22.11,26.13,18.09,
2016 / 10,Staten Island,468730,5.69,2.1,105.4,0,14.87,18.76,10.97,
2016 / 11,Staten Island,468730,5.69,2.3,137.5,0,9.87,13.66,6.07,
2016 / 12,Staten Island,468730,5.69,2.7,73.4,81,3.54,6.6,0.48,
2017 / 01,Bronx,1385108,16.8,3,122.6,200,3.36,5.98,0.75,
2017 / 02,Bronx,1385108,16.8,3,63.1,239,5.37,9.28,1.45,
2017 / 03,Bronx,1385108,16.8,3.3,133.4,246,4.02,8.22,-0.18,
2017 / 04,Bronx,1385108,16.8,2.6,97.5,0,13.97,18.27,9.66,
2017 / 05,Bronx,1385108,16.8,2.3,162.1,0,16.15,20.09,12.22,
2017 / 06,Bronx,1385108,16.8,1.9,121.1,0,22.21,26.26,18.15,
2017 / 07,Bronx,1385108,16.8,1.7,106.4,0,24.87,28.74,21.01,
2017 / 08,Bronx,1385108,16.8,1.5,84.9,0,23.36,27.19,19.53,
2017 / 09,Bronx,1385108,16.8,1.9,50.9,0,21.41,25.43,17.38,
2017 / 10,Bronx,1385108,16.8,2,106.3,0,17.85,21.79,13.91,
2017 / 11,Bronx,1385108,16.8,2.3,40.2,0,8.13,12.29,3.98,
2017 / 12,Bronx,1385108,16.8,2.7,56.2,195,1.72,4.47,-1.04,
2017 / 01,Brooklyn,2552911,30.97,3,122.6,200,3.36,5.98,0.75,
2017 / 02,Brooklyn,2552911,30.97,3,63.1,239,5.37,9.28,1.45,
2017 / 03,Brooklyn,2552911,30.97,3.3,133.4,246,4.02,8.22,-0.18,
2017 / 04,Brooklyn,2552911,30.97,2.6,97.5,0,13.97,18.27,9.66,
2017 / 05,Brooklyn,2552911,30.97,2.3,162.1,0,16.15,20.09,12.22,
2017 / 06,Brooklyn,2552911,30.97,1.9,121.1,0,22.21,26.26,18.15,
2017 / 07,Brooklyn,2552911,30.97,1.7,106.4,0,24.87,28.74,21.01,
2017 / 08,Brooklyn,2552911,30.97,1.5,84.9,0,23.36,27.19,19.53,
2017 / 09,Brooklyn,2552911,30.97,1.9,50.9,0,21.41,25.43,17.38,
2017 / 10,Brooklyn,2552911,30.97,2,106.3,0,17.85,21.79,13.91,
2017 / 11,Brooklyn,2552911,30.97,2.3,40.2,0,8.13,12.29,3.98,
2017 / 12,Brooklyn,2552911,30.97,2.7,56.2,195,1.72,4.47,-1.04,
2017 / 01,Manhattan,1585873,19.24,3,122.6,200,3.36,5.98,0.75,
2017 / 02,Manhattan,1585873,19.24,3,63.1,239,5.37,9.28,1.45,
2017 / 03,Manhattan,1585873,19.24,3.3,133.4,246,4.02,8.22,-0.18,
2017 / 04,Manhattan,1585873,19.24,2.6,97.5,0,13.97,18.27,9.66,
2017 / 05,Manhattan,1585873,19.24,2.3,162.1,0,16.15,20.09,12.22,
2017 / 06,Manhattan,1585873,19.24,1.9,121.1,0,22.21,26.26,18.15,
2017 / 07,Manhattan,1585873,19.24,1.7,106.4,0,24.87,28.74,21.01,
2017 / 08,Manhattan,1585873,19.24,1.5,84.9,0,23.36,27.19,19.53,
2017 / 09,Manhattan,1585873,19.24,1.9,50.9,0,21.41,25.43,17.38,
2017 / 10,Manhattan,1585873,19.24,2,106.3,0,17.85,21.79,13.91,
2017 / 11,Manhattan,1585873,19.24,2.3,40.2,0,8.13,12.29,3.98,
2017 / 12,Manhattan,1585873,19.24,2.7,56.2,195,1.72,4.47,-1.04,
2017 / 01,Queens,2250002,27.3,3,122.6,200,3.36,5.98,0.75,
2017 / 02,Queens,2250002,27.3,3,63.1,239,5.37,9.28,1.45,
2017 / 03,Queens,2250002,27.3,3.3,133.4,246,4.02,8.22,-0.18,
2017 / 04,Queens,2250002,27.3,2.6,97.5,0,13.97,18.27,9.66,
2017 / 05,Queens,2250002,27.3,2.3,162.1,0,16.15,20.09,12.22,
2017 / 06,Queens,2250002,27.3,1.9,121.1,0,22.21,26.26,18.15,
2017 / 07,Queens,2250002,27.3,1.7,106.4,0,24.87,28.74,21.01,
2017 / 08,Queens,2250002,27.3,1.5,84.9,0,23.36,27.19,19.53,
2017 / 09,Queens,2250002,27.3,1.9,50.9,0,21.41,25.43,17.38,
2017 / 10,Queens,2250002,27.3,2,106.3,0,17.85,21.79,13.91,
2017 / 11,Queens,2250002,27.3,2.3,40.2,0,8.13,12.29,3.98,
2017 / 12,Queens,2250002,27.3,2.7,56.2,195,1.72,4.47,-1.04,
2017 / 01,Staten Island,468730,5.69,3,122.6,200,3.36,5.98,0.75,
2017 / 02,Staten Island,468730,5.69,3,63.1,239,5.37,9.28,1.45,
2017 / 03,Staten Island,468730,5.69,3.3,133.4,246,4.02,8.22,-0.18,
2017 / 04,Staten Island,468730,5.69,2.6,97.5,0,13.97,18.27,9.66,
2017 / 05,Staten Island,468730,5.69,2.3,162.1,0,16.15,20.09,12.22,
2017 / 06,Staten Island,468730,5.69,1.9,121.1,0,22.21,26.26,18.15,
2017 / 07,Staten Island,468730,5.69,1.7,106.4,0,24.87,28.74,21.01,
2017 / 08,Staten Island,468730,5.69,1.5,84.9,0,23.36,27.19,19.53,
2017 / 09,Staten Island,468730,5.69,1.9,50.9,0,21.41,25.43,17.38,
2017 / 10,Staten Island,468730,5.69,2,106.3,0,17.85,21.79,13.91,
2017 / 11,Staten Island,468730,5.69,2.3,40.2,0,8.13,12.29,3.98,
2017 / 12,Staten Island,468730,5.69,2.7,56.2,195,1.72,4.47,-1.04,
2018 / 01,Bronx,1385108,16.8,3.1,55.4,285,-0.13,3.72,-3.97,
2018 / 02,Bronx,1385108,16.8,2.5,148,125,5.6,9.79,1.41,
2018 / 03,Bronx,1385108,16.8,3.3,131.4,294,4.54,7.97,1.11,
2018 / 04,Bronx,1385108,16.8,2.8,146.7,140,9.7,13.95,5.45,
2018 / 05,Bronx,1385108,16.8,1.4,89.7,0,19.37,24.16,14.59,
2018 / 06,Bronx,1385108,16.8,1.5,79.1,0,22.03,26.47,17.59,
2018 / 07,Bronx,1385108,16.8,1.3,189.2,0,25.35,29.37,21.33,
2018 / 08,Bronx,1385108,16.8,1.3,218.4,0,25.62,29.03,22.22,
2018 / 09,Bronx,1385108,16.8,,157.1,0,21.51,24.57,18.45,
2018 / 10,Bronx,1385108,16.8,,91.2,0,14.27,17.49,11.04,
2018 / 11,Bronx,1385108,16.8,,193.7,163,6.89,9.85,3.92,
2018 / 12,Bronx,1385108,16.8,,165.4,0,4.53,7.47,1.58,
2018 / 01,Brooklyn,2552911,30.97,3.1,55.4,285,-0.13,3.72,-3.97,
2018 / 02,Brooklyn,2552911,30.97,2.5,148,125,5.6,9.79,1.41,
2018 / 03,Brooklyn,2552911,30.97,3.3,131.4,294,4.54,7.97,1.11,
2018 / 04,Brooklyn,2552911,30.97,2.8,146.7,140,9.7,13.95,5.45,
2018 / 05,Brooklyn,2552911,30.97,1.4,89.7,0,19.37,24.16,14.59,
2018 / 06,Brooklyn,2552911,30.97,1.5,79.1,0,22.03,26.47,17.59,
2018 / 07,Brooklyn,2552911,30.97,1.3,189.2,0,25.35,29.37,21.33,
2018 / 08,Brooklyn,2552911,30.97,1.3,218.4,0,25.62,29.03,22.22,
2018 / 09,Brooklyn,2552911,30.97,,157.1,0,21.51,24.57,18.45,
2018 / 10,Brooklyn,2552911,30.97,,91.2,0,14.27,17.49,11.04,
2018 / 11,Brooklyn,2552911,30.97,,193.7,163,6.89,9.85,3.92,
2018 / 12,Brooklyn,2552911,30.97,,165.4,0,4.53,7.47,1.58,
2018 / 01,Manhattan,1585873,19.24,3.1,55.4,285,-0.13,3.72,-3.97,
2018 / 02,Manhattan,1585873,19.24,2.5,148,125,5.6,9.79,1.41,
2018 / 03,Manhattan,1585873,19.24,3.3,131.4,294,4.54,7.97,1.11,
2018 / 04,Manhattan,1585873,19.24,2.8,146.7,140,9.7,13.95,5.45,
2018 / 05,Manhattan,1585873,19.24,1.4,89.7,0,19.37,24.16,14.59,
2018 / 06,Manhattan,1585873,19.24,1.5,79.1,0,22.03,26.47,17.59,
2018 / 07,Manhattan,1585873,19.24,1.3,189.2,0,25.35,29.37,21.33,
2018 / 08,Manhattan,1585873,19.24,1.3,218.4,0,25.62,29.03,22.22,
2018 / 09,Manhattan,1585873,19.24,,157.1,0,21.51,24.57,18.45,
2018 / 10,Manhattan,1585873,19.24,,91.2,0,14.27,17.49,11.04,
2018 / 11,Manhattan,1585873,19.24,,193.7,163,6.89,9.85,3.92,
2018 / 12,Manhattan,1585873,19.24,,165.4,0,4.53,7.47,1.58,
2018 / 01,Queens,2250002,27.3,3.1,55.4,285,-0.13,3.72,-3.97,
2018 / 02,Queens,2250002,27.3,2.5,148,125,5.6,9.79,1.41,
2018 / 03,Queens,2250002,27.3,3.3,131.4,294,4.54,7.97,1.11,
2018 / 04,Queens,2250002,27.3,2.8,146.7,140,9.7,13.95,5.45,
2018 / 05,Queens,2250002,27.3,1.4,89.7,0,19.37,24.16,14.59,
2018 / 06,Queens,2250002,27.3,1.5,79.1,0,22.03,26.47,17.59,
2018 / 07,Queens,2250002,27.3,1.3,189.2,0,25.35,29.37,21.33,
2018 / 08,Queens,2250002,27.3,1.3,218.4,0,25.62,29.03,22.22,
2018 / 09,Queens,2250002,27.3,,157.1,0,21.51,24.57,18.45,
2018 / 10,Queens,2250002,27.3,,91.2,0,14.27,17.49,11.04,
2018 / 11,Queens,2250002,27.3,,193.7,163,6.89,9.85,3.92,
2018 / 12,Queens,2250002,27.3,,165.4,0,4.53,7.47,1.58,
2018 / 01,Staten Island,468730,5.69,3.1,55.4,285,-0.13,3.72,-3.97,
2018 / 02,Staten Island,468730,5.69,2.5,148,125,5.6,9.79,1.41,
2018 / 03,Staten Island,468730,5.69,3.3,131.4,294,4.54,7.97,1.11,
2018 / 04,Staten Island,468730,5.69,2.8,146.7,140,9.7,13.95,5.45,
2018 / 05,Staten Island,468730,5.69,1.4,89.7,0,19.37,24.16,14.59,
2018 / 06,Staten Island,468730,5.69,1.5,79.1,0,22.03,26.47,17.59,
2018 / 07,Staten Island,468730,5.69,1.3,189.2,0,25.35,29.37,21.33,
2018 / 08,Staten Island,468730,5.69,1.3,218.4,0,25.62,29.03,22.22,
2018 / 09,Staten Island,468730,5.69,,157.1,0,21.51,24.57,18.45,
2018 / 10,Staten Island,468730,5.69,,91.2,0,14.27,17.49,11.04,
2018 / 11,Staten Island,468730,5.69,,193.7,163,6.89,9.85,3.92,
2018 / 12,Staten Island,468730,5.69,,165.4,0,4.53,7.47,1.58,
2019 / 01,Bronx,1385108,16.8,,91,28,0.32,3.91,-3.27,
2019 / 02,Bronx,1385108,16.8,,79.8,66,2.38,5.92,-1.17,
2019 / 03,Bronx,1385108,16.8,,98.4,265,5.42,9.29,1.55,
2019 / 04,Bronx,1385108,16.8,2,115.9,0,13.04,17.4,8.67,
2019 / 05,Bronx,1385108,16.8,1.8,173.2,0,16.76,21.08,12.45,
2019 / 06,Bronx,1385108,16.8,1.9,138.5,0,22.03,26.09,17.96,
2019 / 07,Bronx,1385108,16.8,1.5,146.7,0,26.42,30.61,22.24,
2019 / 08,Bronx,1385108,16.8,1.7,94,0,24.16,28.08,20.25,
2019 / 09,Bronx,1385108,16.8,1.9,24.1,0,21.31,25.57,17.05,
2019 / 10,Bronx,1385108,16.8,2.4,156.4,0,15.51,19.02,11.99,
2019 / 11,Bronx,1385108,16.8,2.5,49.6,0,6.61,10.34,2.88,
2019 / 12,Bronx,1385108,16.8,2.9,180.2,64,3.53,6.38,0.67,
2019 / 01,Brooklyn,2552911,30.97,,91,28,0.32,3.91,-3.27,
2019 / 02,Brooklyn,2552911,30.97,,79.8,66,2.38,5.92,-1.17,
2019 / 03,Brooklyn,2552911,30.97,,98.4,265,5.42,9.29,1.55,
2019 / 04,Brooklyn,2552911,30.97,2,115.9,0,13.04,17.4,8.67,
2019 / 05,Brooklyn,2552911,30.97,1.8,173.2,0,16.76,21.08,12.45,
2019 / 06,Brooklyn,2552911,30.97,1.9,138.5,0,22.03,26.09,17.96,
2019 / 07,Brooklyn,2552911,30.97,1.5,146.7,0,26.42,30.61,22.24,
2019 / 08,Brooklyn,2552911,30.97,1.7,94,0,24.16,28.08,20.25,
2019 / 09,Brooklyn,2552911,30.97,1.9,24.1,0,21.31,25.57,17.05,
2019 / 10,Brooklyn,2552911,30.97,2.4,156.4,0,15.51,19.02,11.99,
2019 / 11,Brooklyn,2552911,30.97,2.5,49.6,0,6.61,10.34,2.88,
2019 / 12,Brooklyn,2552911,30.97,2.9,180.2,64,3.53,6.38,0.67,
2019 / 01,Manhattan,1585873,19.24,,91,28,0.32,3.91,-3.27,
2019 / 02,Manhattan,1585873,19.24,,79.8,66,2.38,5.92,-1.17,
2019 / 03,Manhattan,1585873,19.24,,98.4,265,5.42,9.29,1.55,
2019 / 04,Manhattan,1585873,19.24,2,115.9,0,13.04,17.4,8.67,
2019 / 05,Manhattan,1585873,19.24,1.8,173.2,0,16.76,21.08,12.45,
2019 / 06,Manhattan,1585873,19.24,1.9,138.5,0,22.03,26.09,17.96,
2019 / 07,Manhattan,1585873,19.24,1.5,146.7,0,26.42,30.61,22.24,
2019 / 08,Manhattan,1585873,19.24,1.7,94,0,24.16,28.08,20.25,
2019 / 09,Manhattan,1585873,19.24,1.9,24.1,0,21.31,25.57,17.05,
2019 / 10,Manhattan,1585873,19.24,2.4,156.4,0,15.51,19.02,11.99,
2019 / 11,Manhattan,1585873,19.24,2.5,49.6,0,6.61,10.34,2.88,
2019 / 12,Manhattan,1585873,19.24,2.9,180.2,64,3.53,6.38,0.67,
2019 / 01,Queens,2250002,27.3,,91,28,0.32,3.91,-3.27,
2019 / 02,Queens,2250002,27.3,,79.8,66,2.38,5.92,-1.17,
2019 / 03,Queens,2250002,27.3,,98.4,265,5.42,9.29,1.55,
2019 / 04,Queens,2250002,27.3,2,115.9,0,13.04,17.4,8.67,
2019 / 05,Queens,2250002,27.3,1.8,173.2,0,16.76,21.08,12.45,
2019 / 06,Queens,2250002,27.3,1.9,138.5,0,22.03,26.09,17.96,
2019 / 07,Queens,2250002,27.3,1.5,146.7,0,26.42,30.61,22.24,
2019 / 08,Queens,2250002,27.3,1.7,94,0,24.16,28.08,20.25,
2019 / 09,Queens,2250002,27.3,1.9,24.1,0,21.31,25.57,17.05,
2019 / 10,Queens,2250002,27.3,2.4,156.4,0,15.51,19.02,11.99,
2019 / 11,Queens,2250002,27.3,2.5,49.6,0,6.61,10.34,2.88,
2019 / 12,Queens,2250002,27.3,2.9,180.2,64,3.53,6.38,0.67,
2019 / 01,Staten Island,468730,5.69,,91,28,0.32,3.91,-3.27,
2019 / 02,Staten Island,468730,5.69,,79.8,66,2.38,5.92,-1.17,
2019 / 03,Staten Island,468730,5.69,,98.4,265,5.42,9.29,1.55,
2019 / 04,Staten Island,468730,5.69,2,115.9,0,13.04,17.4,8.67,
2019 / 05,Staten Island,468730,5.69,1.8,173.2,0,16.76,21.08,12.45,
2019 / 06,Staten Island,468730,5.69,1.9,138.5,0,22.03,26.09,17.96,
2019 / 07,Staten Island,468730,5.69,1.5,146.7,0,26.42,30.61,22.24,
2019 / 08,Staten Island,468730,5.69,1.7,94,0,24.16,28.08,20.25,
2019 / 09,Staten Island,468730,5.69,1.9,24.1,0,21.31,25.57,17.05,
2019 / 10,Staten Island,468730,5.69,2.4,156.4,0,15.51,19.02,11.99,
2019 / 11,Staten Island,468730,5.69,2.5,49.6,0,6.61,10.34,2.88,
2019 / 12,Staten Island,468730,5.69,2.9,180.2,64,3.53,6.38,0.67,
2020 / 01,Bronx,1446788,16.92,,49.1,58,3.99,7.35,0.63,
2020 / 02,Bronx,1446788,16.92,2.7,64.7,0,4.54,8.06,1.02,
2020 / 03,Bronx,1446788,16.92,3.1,96.1,0,8.88,12.84,4.92,
2020 / 04,Bronx,1446788,16.92,3,114.2,0,10.19,14.27,6.1,
2020 / 05,Bronx,1446788,16.92,,42,0,15.72,20.66,10.77,
2020 / 06,Bronx,1446788,16.92,,44.7,0,23.17,27.67,18.66,
2020 / 07,Bronx,1446788,16.92,1.6,167.1,0,26.68,30.79,22.58,
2020 / 08,Bronx,1446788,16.92,1.9,127.9,0,24.93,28.76,21.09,
2020 / 09,Bronx,1446788,16.92,1.7,100.1,0,20.43,24.16,16.69,
2020 / 10,Bronx,1446788,16.92,1.9,128.3,0,14.38,17.73,11.03,
2020 / 11,Bronx,1446788,16.92,2.4,101.4,0,11.64,15.46,7.82,
2020 / 12,Bronx,1446788,16.92,3,117.2,267,4.03,7.27,0.78,
2020 / 01,Brooklyn,2648452,30.97,,49.1,58,3.99,7.35,0.63,
2020 / 02,Brooklyn,2648452,30.97,2.7,64.7,0,4.54,8.06,1.02,
2020 / 03,Brooklyn,2648452,30.97,3.1,96.1,0,8.88,12.84,4.92,
2020 / 04,Brooklyn,2648452,30.97,3,114.2,0,10.19,14.27,6.1,
2020 / 05,Brooklyn,2648452,30.97,,42,0,15.72,20.66,10.77,
2020 / 06,Brooklyn,2648452,30.97,,44.7,0,23.17,27.67,18.66,
2020 / 07,Brooklyn,2648452,30.97,1.6,167.1,0,26.68,30.79,22.58,
2020 / 08,Brooklyn,2648452,30.97,1.9,127.9,0,24.93,28.76,21.09,
2020 / 09,Brooklyn,2648452,30.97,1.7,100.1,0,20.43,24.16,16.69,
2020 / 10,Brooklyn,2648452,30.97,1.9,128.3,0,14.38,17.73,11.03,
2020 / 11,Brooklyn,2648452,30.97,2.4,101.4,0,11.64,15.46,7.82,
2020 / 12,Brooklyn,2648452,30.97,3,117.2,267,4.03,7.27,0.78,
2020 / 01,Manhattan,1638281,19.16,,49.1,58,3.99,7.35,0.63,
2020 / 02,Manhattan,1638281,19.16,2.7,64.7,0,4.54,8.06,1.02,
2020 / 03,Manhattan,1638281,19.16,3.1,96.1,0,8.88,12.84,4.92,
2020 / 04,Manhattan,1638281,19.16,3,114.2,0,10.19,14.27,6.1,
2020 / 05,Manhattan,1638281,19.16,,42,0,15.72,20.66,10.77,
2020 / 06,Manhattan,1638281,19.16,,44.7,0,23.17,27.67,18.66,
2020 / 07,Manhattan,1638281,19.16,1.6,167.1,0,26.68,30.79,22.58,
2020 / 08,Manhattan,1638281,19.16,1.9,127.9,0,24.93,28.76,21.09,
2020 / 09,Manhattan,1638281,19.16,1.7,100.1,0,20.43,24.16,16.69,
2020 / 10,Manhattan,1638281,19.16,1.9,128.3,0,14.38,17.73,11.03,
2020 / 11,Manhattan,1638281,19.16,2.4,101.4,0,11.64,15.46,7.82,
2020 / 12,Manhattan,1638281,19.16,3,117.2,267,4.03,7.27,0.78,
2020 / 01,Queens,2330295,27.25,,49.1,58,3.99,7.35,0.63,
2020 / 02,Queens,2330295,27.25,2.7,64.7,0,4.54,8.06,1.02,
2020 / 03,Queens,2330295,27.25,3.1,96.1,0,8.88,12.84,4.92,
2020 / 04,Queens,2330295,27.25,3,114.2,0,10.19,14.27,6.1,
2020 / 05,Queens,2330295,27.25,,42,0,15.72,20.66,10.77,
2020 / 06,Queens,2330295,27.25,,44.7,0,23.17,27.67,18.66,
2020 / 07,Queens,2330295,27.25,1.6,167.1,0,26.68,30.79,22.58,
2020 / 08,Queens,2330295,27.25,1.9,127.9,0,24.93,28.76,21.09,
2020 / 09,Queens,2330295,27.25,1.7,100.1,0,20.43,24.16,16.69,
2020 / 10,Queens,2330295,27.25,1.9,128.3,0,14.38,17.73,11.03,
2020 / 11,Queens,2330295,27.25,2.4,101.4,0,11.64,15.46,7.82,
2020 / 12,Queens,2330295,27.25,3,117.2,267,4.03,7.27,0.78,
2020 / 01,Staten Island,487155,5.7,,49.1,58,3.99,7.35,0.63,
2020 / 02,Staten Island,487155,5.7,2.7,64.7,0,4.54,8.06,1.02,
2020 / 03,Staten Island,487155,5.7,3.1,96.1,0,8.88,12.84,4.92,
2020 / 04,Staten Island,487155,5.7,3,114.2,0,10.19,14.27,6.1,
2020 / 05,Staten Island,487155,5.7,,42,0,15.72,20.66,10.77,
2020 / 06,Staten Island,487155,5.7,,44.7,0,23.17,27.67,18.66,
2020 / 07,Staten Island,487155,5.7,1.6,167.1,0,26.68,30.79,22.58,
2020 / 08,Staten Island,487155,5.7,1.9,127.9,0,24.93,28.76,21.09,
2020 / 09,Staten Island,487155,5.7,1.7,100.1,0,20.43,24.16,16.69,
2020 / 10,Staten Island,487155,5.7,1.9,128.3,0,14.38,17.73,11.03,
2020 / 11,Staten Island,487155,5.7,2.4,101.4,0,11.64,15.46,7.82,
2020 / 12,Staten Island,487155,5.7,3,117.2,267,4.03,7.27,0.78,
2021 / 01,Bronx,1446788,16.92,3,58.6,54,1.56,4.27,-1.15,
2021 / 02,Bronx,1446788,16.92,2.9,130.4,659,1.24,3.87,-1.39,
2021 / 03,Bronx,1446788,16.92,3,86.7,0,7.7,12.29,3.1,
2021 / 04,Bronx,1446788,16.92,2.6,68.5,0,12.54,17.61,7.48,
2021 / 05,Bronx,1446788,16.92,2.3,110.8,0,17.15,22.08,12.23,
2021 / 06,Bronx,1446788,16.92,1.6,66.7,0,23.48,28.06,18.89,
2021 / 07,Bronx,1446788,16.92,1.6,281.9,0,24.46,28.35,20.58,
2021 / 08,Bronx,1446788,16.92,1.5,262.1,0,25.3,28.81,21.8,
2021 / 09,Bronx,1446788,16.92,,254.8,0,21.27,24.79,17.76,
2021 / 10,Bronx,1446788,16.92,,133.7,0,16.67,19.93,13.41,
2021 / 11,Bronx,1446788,16.92,2.1,28.6,0,7.91,11.54,4.29,
2021 / 12,Bronx,1446788,16.92,2.4,35.4,5,6.54,9.59,3.49,
2021 / 01,Brooklyn,2648452,30.97,3,58.6,54,1.56,4.27,-1.15,
2021 / 02,Brooklyn,2648452,30.97,2.9,130.4,659,1.24,3.87,-1.39,
2021 / 03,Brooklyn,2648452,30.97,3,86.7,0,7.7,12.29,3.1,
2021 / 04,Brooklyn,2648452,30.97,2.6,68.5,0,12.54,17.61,7.48,
2021 / 05,Brooklyn,2648452,30.97,2.3,110.8,0,17.15,22.08,12.23,
2021 / 06,Brooklyn,2648452,30.97,1.6,66.7,0,23.48,28.06,18.89,
2021 / 07,Brooklyn,2648452,30.97,1.6,281.9,0,24.46,28.35,20.58,
2021 / 08,Brooklyn,2648452,30.97,1.5,262.1,0,25.3,28.81,21.8,
2021 / 09,Brooklyn,2648452,30.97,,254.8,0,21.27,24.79,17.76,
2021 / 10,Brooklyn,2648452,30.97,,133.7,0,16.67,19.93,13.41,
2021 / 11,Brooklyn,2648452,30.97,2.1,28.6,0,7.91,11.54,4.29,
2021 / 12,Brooklyn,2648452,30.97,2.4,35.4,5,6.54,9.59,3.49,
2021 / 01,Manhattan,1638281,19.16,3,58.6,54,1.56,4.27,-1.15,
2021 / 02,Manhattan,1638281,19.16,2.9,130.4,659,1.24,3.87,-1.39,
2021 / 03,Manhattan,1638281,19.16,3,86.7,0,7.7,12.29,3.1,
2021 / 04,Manhattan,1638281,19.16,2.6,68.5,0,12.54,17.61,7.48,
2021 / 05,Manhattan,1638281,19.16,2.3,110.8,0,17.15,22.08,12.23,
2021 / 06,Manhattan,1638281,19.16,1.6,66.7,0,23.48,28.06,18.89,
2021 / 07,Manhattan,1638281,19.16,1.6,281.9,0,24.46,28.35,20.58,
2021 / 08,Manhattan,1638281,19.16,1.5,262.1,0,25.3,28.81,21.8,
2021 / 09,Manhattan,1638281,19.16,,254.8,0,21.27,24.79,17.76,
2021 / 10,Manhattan,1638281,19.16,,133.7,0,16.67,19.93,13.41,
2021 / 11,Manhattan,1638281,19.16,2.1,28.6,0,7.91,11.54,4.29,
2021 / 12,Manhattan,1638281,19.16,2.4,35.4,5,6.54,9.59,3.49,
2021 / 01,Queens,2330295,27.25,3,58.6,54,1.56,4.27,-1.15,
2021 / 02,Queens,2330295,27.25,2.9,130.4,659,1.24,3.87,-1.39,
2021 / 03,Queens,2330295,27.25,3,86.7,0,7.7,12.29,3.1,
2021 / 04,Queens,2330295,27.25,2.6,68.5,0,12.54,17.61,7.48,
2021 / 05,Queens,2330295,27.25,2.3,110.8,0,17.15,22.08,12.23,
2021 / 06,Queens,2330295,27.25,1.6,66.7,0,23.48,28.06,18.89,
2021 / 07,Queens,2330295,27.25,1.6,281.9,0,24.46,28.35,20.58,
2021 / 08,Queens,2330295,27.25,1.5,262.1,0,25.3,28.81,21.8,
2021 / 09,Queens,2330295,27.25,,254.8,0,21.27,24.79,17.76,
2021 / 10,Queens,2330295,27.25,,133.7,0,16.67,19.93,13.41,
2021 / 11,Queens,2330295,27.25,2.1,28.6,0,7.91,11.54,4.29,
2021 / 12,Queens,2330295,27.25,2.4,35.4,5,6.54,9.59,3.49,
2021 / 01,Staten Island,487155,5.7,3,58.6,54,1.56,4.27,-1.15,
2021 / 02,Staten Island,487155,5.7,2.9,130.4,659,1.24,3.87,-1.39,
2021 / 03,Staten Island,487155,5.7,3,86.7,0,7.7,12.29,3.1,
2021 / 04,Staten Island,487155,5.7,2.6,68.5,0,12.54,17.61,7.48,
2021 / 05,Staten Island,487155,5.7,2.3,110.8,0,17.15,22.08,12.23,
2021 / 06,Staten Island,487155,5.7,1.6,66.7,0,23.48,28.06,18.89,
2021 / 07,Staten Island,487155,5.7,1.6,281.9,0,24.46,28.35,20.58,
2021 / 08,Staten Island,487155,5.7,1.5,262.1,0,25.3,28.81,21.8,
2021 / 09,Staten Island,487155,5.7,,254.8,0,21.27,24.79,17.76,
2021 / 10,Staten Island,487155,5.7,,133.7,0,16.67,19.93,13.41,
2021 / 11,Staten Island,487155,5.7,2.1,28.6,0,7.91,11.54,4.29,
2021 / 12,Staten Island,487155,5.7,2.4,35.4,5,6.54,9.59,3.49,
2022 / 01,Bronx,1446788,16.92,3,109,387,-0.88,2.85,-4.61,
2022 / 02,Bronx,1446788,16.92,2.9,82.1,51,3,7.65,-1.65,
2022 / 03,Bronx,1446788,16.92,3,60.7,10,7.4,11.99,2.81,
2022 / 04,Bronx,1446788,16.92,2.9,115,0,11.53,15.81,7.24,
2022 / 05,Bronx,1446788,16.92,2.1,114.8,0,17.79,22.25,13.33,
2022 / 06,Bronx,1446788,16.92,1.8,74.1,0,21.88,26.09,17.67,
2022 / 07,Bronx,1446788,16.92,1.7,115.6,0,26.41,30.72,22.11,
2022 / 08,Bronx,1446788,16.92,1.6,43.4,0,26.29,30.5,22.08,
2022 / 09,Bronx,1446788,16.92,1.9,104.1,0,20.85,24.92,16.78,
2022 / 10,Bronx,1446788,16.92,2.2,129,0,13.82,17.43,10.22,
2022 / 11,Bronx,1446788,16.92,2.4,79.9,0,10.51,14.02,7.01,
2022 / 12,Bronx,1446788,16.92,2.8,148.1,0,3.61,6.76,0.46,
2022 / 01,Brooklyn,2648452,30.97,3,109,387,-0.88,2.85,-4.61,
2022 / 02,Brooklyn,2648452,30.97,2.9,82.1,51,3,7.65,-1.65,
2022 / 03,Brooklyn,2648452,30.97,3,60.7,10,7.4,11.99,2.81,
2022 / 04,Brooklyn,2648452,30.97,2.9,115,0,11.53,15.81,7.24,
2022 / 05,Brooklyn,2648452,30.97,2.1,114.8,0,17.79,22.25,13.33,
2022 / 06,Brooklyn,2648452,30.97,1.8,74.1,0,21.88,26.09,17.67,
2022 / 07,Brooklyn,2648452,30.97,1.7,115.6,0,26.41,30.72,22.11,
2022 / 08,Brooklyn,2648452,30.97,1.6,43.4,0,26.29,30.5,22.08,
2022 / 09,Brooklyn,2648452,30.97,1.9,104.1,0,20.85,24.92,16.78,
2022 / 10,Brooklyn,2648452,30.97,2.2,129,0,13.82,17.43,10.22,
